,ID,Birth Year,Gender Flag,Skillset1,Skillset1 Weight,Skillset2,Skillset2 Weight,City of profile,Country of profile,Education,Elite Institution,Start Date,StartFlag,End Date,EndFlag,CurrentEmployFlag,Length,Role,Dept,Company,Company_Norm,Ticker,Exchange,PublicFlag,Location,Industry,EducationFlag,DegreeType,EliteFlag,Dummy1,Dummy2,Dummy3,Dummy4,Layoff Date,Company Name,Employees Affected
0,c6d11371-751e-3174-8cb4-952847f14227,1992,2,Software Engineering,0.6370618404489854,Pharmaceutical,0.24947170405624983,Fremont,United States,4,True,2017-05-01,True,2017-08-01,True,False,92,"Software Engineering Intern,software,engineering,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,True,"san jose, ca",334210,False,,False,,,BBG000C3J3C9,1530155929000,7/27/2017,"Cisco Systems, Inc.",9
0,cbeff744-6b00-3b36-b564-a7c307fc8328,1994,0,Software Engineering,0.5873665928654401,Web Development,0.22371336021619098,San Francisco,United States,4,False,2013-06-01,True,2015-08-01,True,False,791,"Software Engineer Intern,software engineer,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,True,"san jose, ca",334210,False,,False,,,BBG000C3J3C9,1538832350000,7/22/2015,"Cisco Systems, Inc.",192
0,4b07cdc4-5673-3161-89d4-5d8f1d5e14c9,1994,0,Software Engineering,0.5691845941221304,Web Development,0.18441629647610508,San Francisco,United States,4,False,2016-05-01,True,2016-08-01,True,False,92,"Software Engineer Intern,software engineer,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,True,"san jose, california",334210,False,,False,,,BBG000C3J3C9,1538832088000,8/18/2016,"Cisco Systems, Inc.",899
0,3d85001c-7b21-3da3-9ea2-3385a37d97a6,1989,0,Administration,0.3902477084901416,Social Media and Communications,0.19624012083660816,San Francisco,United States,4,False,2016-09-01,True,2018-03-01,True,False,546,"Sales Development Representative Wavefront,sales,development,representative,"",""",MARKETING,VMware,VMware,VMW,XNYS,True,"palo alto, ca",541512,False,,False,,,BBG000BC9938,1538842053000,3/12/2018,"VMware, Inc",159
0,99b39ea0-5cfc-3682-8162-8febf6cd9feb,1977,2,Legal,0.9763985531082318,Military,0.023494404134871364,Palo Alto,United States,7,True,2017-01-01,False,2018-01-01,False,False,365,"Corporate Counsel Privacy and Data Security,counsel,"","",data,security","OPERATIONS,BUSINESS",Symantec,Symantec,SYMC,XNAS,True,"mountain view, california",511210,False,,False,,,BBG000BH2JM1,1536828856000,1/17/2018,Symantec Corporation,33
0,6db69c37-4338-33fa-a306-d4fef5080ba7,2001,1,Social Media and Communications,0.33915750781295845,CRM and Sales Management,0.29202762600893756,Sacramento,United States,4,False,2012-07-01,True,2015-09-01,True,False,1157,"Sr. Manager Business Management and Communications Security Business Group,senior,manager,"","",business,management,communications,security","OPERATIONS,MANAGEMENT",Cisco,Cisco,CSCO,XNAS,True,san francisco bay area,334210,False,,False,,,BBG000C3J3C9,1470558201000,9/14/2015,"Cisco Systems, Inc.",20
0,5fcff308-51bd-3755-95f9-2aa7ddc2ce15,1970,2,Software Engineering,0.23372898999815211,Web Design,0.20427908642951037,Canberra,Australia,5,False,2012-01-01,False,2014-01-01,False,False,731,"Game Design,design",MARKETING,Zynga,Zynga,ZNGA,XNAS,True,"san francisco bay area & bangalore, india",511210,False,,False,,,BBG000VD6768,1538811227000,1/30/2014,ZYNGA INC.,395
0,db62fa90-e0c0-373d-97ff-569fef8c666d,1980,2,Non-Profit and Community,0.5830066849382665,Education,0.1898612730912783,El Segundo,United States,4,False,2015-03-01,True,2015-10-01,True,False,214,"Lead Chief of Staff U-verse Care,lead,chief",OVERSIGHT,AT&T,AT&T,TBB,XNYS,True,"dallas, tx",517210,False,,False,,,BBG000BSJK37,1539008299000,9/29/2015,AT&T,219
0,84ea677f-7218-3db2-8f50-dd4c1e985db1,1982,1,Web Development,0.697825262634394,Software Engineering,0.14339364536082827,,United States,5,True,2015-06-01,True,2015-08-01,True,False,61,"Technical Field Sales Engineering Intern,technical,sales,engineering,intern","MARKETING,TECHNOLOGY",Cisco,Cisco,CSCO,XNAS,True,"san jose, ca",334210,False,,False,,,BBG000C3J3C9,1538820915000,7/22/2015,"Cisco Systems, Inc.",192
0,a57cfb69-6fa3-30a2-bcd1-64039fb99219,1968,2,CRM and Sales Management,0.6193185300879246,Operations Management,0.3115616728907641,San Francisco,United States,4,False,2014-09-01,True,2017-07-01,True,False,1034,"Senior manager strategic partner alliance,senior manager,"",""","OVERSIGHT,BUSINESS",Hitachi Data Systems,hitachi,,UNITED STATES,False,"beijing city, china",51,False,,False,,,,1538810267000,7/14/2017,Hitachi Data Systems,48
0,a21074d2-8e21-3aa6-b4c9-2fb318d8a58c,2001,2,IT Management and Support,0.9917841931412442,Software Engineering,0.004533159060885353,San Jose,United States,0,False,2000-08-01,True,2014-12-01,True,False,5235,"Senior Principal Support Engineer,support engineer,senior,principal",MARKETING,Symantec,Symantec,SYMC,XNAS,True,"mountain view,ca",511210,False,,False,,,BBG000BH2JM1,11274090869000,12/1/2014,Symantec Corporation,25
0,13bacf3c-e434-3665-b73c-76f29f79b487,1977,1,Software Engineering,0.7643104181118058,Mobile Telecommunications,0.207524861865529,San Francisco,United States,4,True,2011-10-01,True,2016-11-01,True,False,1858,"Manager Software Engineering,manager,"","",software,engineering",TECHNOLOGY,Cisco Systems,Cisco Systems,CSCO,XNAS,True,,334210,False,,False,,,BBG000C3J3C9,1538805171000,11/2/2016,"Cisco Systems, Inc.",42
0,9df99278-3bcc-3734-a0a2-30eb5a3bc387,1986,0,Electrical Engineering,0.9924333949957842,Mobile Telecommunications,0.005847923887150862,San Francisco,United States,4,False,2007-09-01,True,2018-08-01,True,False,3987,ASIC development engineer,,Western Digital,Western Digital,WDC,XNAS,True,,334112,False,,False,,,BBG000BWNFZ9,1539233858000,8/27/2018,"Western Digital Technologies, Inc.",79
0,7c0f7794-0ee4-3dbd-bb3a-6f2aef8dbef2,1980,0,Web Design,0.7369304675771029,Data Analysis,0.2570584040736897,,United States,0,False,2013-10-01,True,2016-03-01,True,False,882,"User Experience Researcher,researcher",TECHNOLOGY,VMware,VMware,VMW,XNYS,True,"palo alto, ca",541512,False,,False,,,BBG000BC9938,1541353576000,3/28/2016,"VMware, Inc",170
0,6f14a6ef-5fd8-3360-8021-c8fe614c46d3,1984,1,Mobile Telecommunications,0.7449481893684194,Software Engineering,0.13047406619278087,San Francisco,United States,5,False,2015-11-01,True,2015-12-01,True,False,30,"Sr. WLAN System Test Engineer,test engineer,senior,network",,Qualcomm,Qualcomm,QCOM,XNAS,True,san francisco bay area,334413,False,,False,,,BBG000CGC1X8,1538821229000,11/20/2015,Qualcomm Incorporated,130
0,e9debd8a-c113-32fd-8161-7f72fb487870,1988,0,Electrical Engineering,0.8418576733620096,Mobile Telecommunications,0.11453340238209436,Hillsboro,United States,4,False,2012-02-01,True,2015-07-01,True,False,1246,"Hardware Engineer,hardware engineer",PRODUCTION,Intel Corporation,Intel Corporation,INTC,XNAS,True,"folsom , ca",334413,False,,False,,,BBG000C0G1D1,1538906498000,7/15/2015,Intel Corporation,165
0,f053653e-059b-3910-9521-5497a563d367,2001,1,Technical Product Management,0.6882217404097375,Software Engineering,0.29287244702011234,San Francisco,United States,0,False,2012-05-01,True,2017-08-01,True,False,1918,"Sr IT Engineer,senior,it,engineer",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,True,,334210,False,,False,,,BBG000C3J3C9,1541265775000,7/27/2017,"Cisco Systems, Inc.",9
0,710b969e-48a3-39f4-8230-9c81cb013e54,1967,2,IT Management and Support,0.520226870949924,CRM and Sales Management,0.43093593042260675,Seattle,United States,6,True,2012-01-01,False,2017-01-01,False,False,1827,"Consulting Systems Engineer Software and Solutions team,systems engineer,consulting,"","",software","TECHNOLOGY,BUSINESS",Cisco Systems,Cisco Systems,CSCO,XNAS,True,,334210,False,,False,,,BBG000C3J3C9,1538822292000,1/17/2017,"Cisco Systems, Inc.",25
0,c609606b-9386-3a1a-9cbe-7e3b62969919,1976,2,CRM and Sales Management,0.8431409499376101,Mobile Telecommunications,0.14212950821595804,San Francisco,United States,6,False,2013-04-01,True,2015-10-01,True,False,913,"Manager Product Management,manager,"","",management",,Cisco,Cisco,CSCO,XNAS,True,san jose,334210,False,,False,,,BBG000C3J3C9,1538819492000,9/14/2015,"Cisco Systems, Inc.",20
0,42e6f3c4-41ba-3c20-b9c4-d80bd9a016b2,1973,2,CRM and Sales Management,0.4633794429416079,Mobile Telecommunications,0.20711127913405455,Amsterdam,Netherlands,5,False,2014-08-01,True,2015-08-01,True,False,365,"Asset Manager,manager",,Cisco,Cisco,CSCO,XNAS,True,"kraków area, poland",334210,False,,False,,,BBG000C3J3C9,1541290792000,7/22/2015,"Cisco Systems, Inc.",192
0,952cc2e7-98c6-3f8f-ba51-c39cac04f604,1985,2,Software Engineering,0.8799140557427197,Product Management,0.10424036418254443,,Costa Rica,0,False,2017-05-01,True,2017-08-01,True,False,92,"Senior QA Automation Engineer,quality assurance,senior,engineer","PRODUCTION,TEHNOLOGY",Intel Labs,Intel Labs,INTC,XNAS,True,costa rica,334413,False,,False,,,BBG000C0G1D1,1541249012000,8/15/2017,Intel Corporation,93
0,13d9cad9-45df-371d-8b02-5da4cab1d189,1992,0,Software Engineering,0.6344100423901811,Web Development,0.18873110385165698,San Francisco,United States,4,False,2014-01-01,True,2016-04-01,True,False,821,"IT Engineer,it,engineer",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,True,"research triangle park, nc",334210,False,,False,,,BBG000C3J3C9,1538844201000,4/27/2016,"Cisco Systems, Inc.",83
0,6a03fe1d-590c-3373-8940-b70abf501b46,1988,2,Mobile Telecommunications,0.9499963990044784,IT Management and Support,0.04443563788778656,Norco,United States,4,False,2012-11-01,True,2015-07-01,True,False,972,"High Touch Technical Support Engineer (Routing),technical support engineer",MARKETING,Cisco Systems,Cisco Systems,CSCO,XNAS,True,"san  jose,ca",334210,False,,False,,,BBG000C3J3C9,1538812701000,7/22/2015,"Cisco Systems, Inc.",192
0,58535a10-af3d-33d0-9467-e42e65ab835d,1978,2,Software Engineering,0.7420088111094192,Mobile Telecommunications,0.14571839299861722,San Francisco,United States,4,False,2015-01-01,True,2015-08-01,True,False,212,"Senior Systems Engineer,systems engineer,senior",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,True,"mountain view, ca",511210,False,,False,,,BBG000BH2JM1,1538824024000,7/8/2015,Symantec Corporation,13
0,22295837-fa49-3a90-91f3-18d15c79e199,1978,2,CRM and Sales Management,0.9464118038053168,IT Management and Support,0.04750175871450107,Minneapolis,United States,6,True,2016-03-01,True,2016-12-01,True,False,275,"General Manager Web Protection,general manager,"","",web","TECHNOLOGY,OVERSIGHT",Intel Security,Intel Security,INTC,XNAS,True,greater minneapolis-st. paul area,334413,False,,False,,,BBG000C0G1D1,1539730934000,12/31/2016,Intel Corporation,84
0,80452c42-c779-3969-8450-929f68467cb3,1973,2,Mobile Telecommunications,0.793309339009,Human Resources (Junior),0.08083580778696438,San Jose,United States,0,False,2011-04-01,True,2016-10-01,True,False,2010,"Sr. Director IP Router Product Introduction Deployment & Support,senior,director,"","",support","MARKETING,OVERSIGHT",Ericsson,Ericsson,ERIC,XNAS,True,"san jose, california",334220,False,,False,,,BBG000BB0QF8,1539323153000,10/21/2016,Ericsson Inc.,435
0,4cd91e40-fb5b-37a8-ba1b-3f2e5efed617,1979,1,Administration,0.45724161785372613,Public Policy,0.13358490667870598,San Francisco,United States,5,False,2016-08-01,True,2017-07-01,True,False,334,"Product Management Intern,management,intern",,Cisco,Cisco,CSCO,XNAS,True,san francisco bay area,334210,False,,False,,,BBG000C3J3C9,1539389820000,7/27/2017,"Cisco Systems, Inc.",9
0,4e1c1c85-d0bb-39c3-a328-bbdcfb33ce75,1979,0,Accounting and Auditing,0.5846571051842077,Industrial Management,0.18124500730702922,San Francisco,United States,6,False,2015-01-01,True,2016-12-01,True,False,700,"Financial Planning and Analysis,financial,planning","ACCOUNTING,BUSINESS",GoPro,GoPro,GPRO,XNAS,True,"san mateo, california",333316,False,,False,,,BBG001LWHLJ8,1538848850000,11/30/2016,"GoPro, Inc.",138
0,ec70fe78-5db5-31df-9d7a-776c4c2d7e20,1984,0,Software Engineering,0.4565410235554874,CRM and Sales Management,0.1392671776689649,San Francisco,United States,6,False,2015-06-01,True,2015-08-01,True,False,61,"Product Management Intern,management,intern",,Cisco,Cisco,CSCO,XNAS,True,,334210,False,,False,,,BBG000C3J3C9,1529642944000,7/22/2015,"Cisco Systems, Inc.",192
0,44fb0df4-cc2a-35eb-8263-d70d19797f51,1995,2,Accounting and Auditing,0.3687945977070015,Data Analysis,0.13927314411013086,San Francisco,United States,0,False,2015-08-01,True,2016-07-01,True,False,335,"Associate Financial Analyst,financial analyst,associate",ACCOUNTING,Symantec,Symantec,SYMC,XNAS,True,"mountain view, ca",511210,False,,False,,,BBG000BH2JM1,1538851096000,6/10/2016,Symantec Corporation,15
0,902f9ee3-240e-38a9-af56-67673998e0c5,2001,0,Manufacturing and Process Management,0.6948342463863195,Electrical Engineering,0.2850673377554271,San Francisco,United States,4,False,2013-05-01,True,2017-09-01,True,False,1584,"Sr Staff Engineer Manufacturing Quality,staff engineer,senior,manufacturing,quality",PRODUCTION,Seagate Technology,Seagate Technology,STX,XNAS,True,san francisco bay area,334112,False,,False,,,BBG000F0KF42,1538819919000,9/25/2017,Seagate US LLC,95
0,79be9352-a68d-3b78-af42-d4159cd68fc1,2001,1,Accounting and Auditing,0.39105135575634153,Business Development,0.3626814997497954,San Francisco,United States,6,True,2015-01-01,True,2015-10-01,True,False,273,"Service Finance Controller,service,finance,controller","MARKETING,ACCOUNTING",Cisco,Cisco,CSCO,XNAS,True,san jose ca,334210,False,,False,,,BBG000C3J3C9,1539969285000,9/14/2015,"Cisco Systems, Inc.",20
0,bb724941-2944-31c7-aa50-9a45917157e3,2001,2,Mobile Telecommunications,0.8819791492280923,Software Engineering,0.03491829807359323,,Ukraine,4,False,2014-05-01,True,2017-02-01,True,False,1007,"Customer Support Engineer - Routing Protocols,customer support,support engineer",MARKETING,Cisco,Cisco,CSCO,XNAS,True,"cracow, lesser poland district, poland",334210,False,,False,,,BBG000C3J3C9,1535410370000,1/17/2017,"Cisco Systems, Inc.",25
0,7d7398f4-28da-3140-be8e-7dfb4d97c782,2001,2,Middle Management,0.3041320408832664,Business Development,0.14078815581446094,Mountain View,United States,0,False,2015-11-01,True,2016-06-01,True,False,213,"Program Manager,program manager",,Symantec,Symantec,SYMC,XNAS,True,"mountain view, california",511210,False,,False,,,BBG000BH2JM1,1540474156000,6/10/2016,Symantec Corporation,15
0,1e75cee5-d62c-348b-b519-53ad84ba6455,2001,1,Administration,0.8786272719905358,Administration,0.03900538114518481,San Francisco,United States,0,False,2015-07-01,True,2016-12-01,True,False,519,"Office Manager,office manager",,GoPro,GoPro,GPRO,XNAS,True,san francisco bay area,333316,False,,False,,,BBG001LWHLJ8,1530652698000,11/30/2016,"GoPro, Inc.",138
0,5fbe2d02-c8f1-3287-90f2-3c3584563a48,1977,0,Software Engineering,0.9358230138802446,IT Management and Support,0.05091043050926334,San Francisco,United States,5,False,2013-09-01,True,2015-09-01,True,False,730,"Principal Software Engineer,software engineer,principal",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,True,,511210,False,,False,,,BBG000BH2JM1,1538824257000,8/7/2015,Symantec Corporation,60
0,c539082c-13b7-347e-bfd5-a953e909357c,2001,2,Recruiting,0.4308383784286762,Data Analysis,0.28250498605978064,San Francisco,United States,5,False,2011-10-01,True,2015-12-01,True,False,1522,"HR Business Partner,human resources,business,partner","HR,OVERSIGHT",Qualcomm,Qualcomm,QCOM,XNAS,True,san francisco bay area,334413,False,,False,,,BBG000CGC1X8,1541355517000,11/20/2015,Qualcomm Incorporated,130
0,560f963c-f8e3-352c-8c45-7e72947acb1a,1989,1,CRM and Sales Management,0.3812637091754979,Administration,0.19919253021699554,Munich,Germany,4,False,2015-02-01,True,2016-01-01,True,False,334,"Human Resources Generalist,human resources",HR,GoPro,GoPro,GPRO,XNAS,True,"san mateo, ca",333316,False,,False,,,BBG001LWHLJ8,1543786179000,1/15/2016,"GoPro, Inc.",77
0,73924788-22db-3fda-974c-bb846fd3a13b,1977,2,CRM and Sales Management,0.4156635506598474,Human Resources (Senior),0.20672755253292743,San Francisco,United States,4,True,2016-08-01,True,2018-01-01,True,False,518,"Contributing Writer,writer",,The Huffington Post,The Huffington Post,VZ,XNYS,True,san francisco bay area,517210,False,,False,,,BBG000HS77T5,1538822051000,1/15/2018,Verizon,190
0,40d7de98-24ee-3a07-958f-b59ce80e7e97,1995,2,Administration,0.23879862690336334,Digital Marketing,0.23178883486898968,San Jose,United States,4,True,2016-05-01,True,2016-08-01,True,False,92,"FP&A Intern,a,intern",,Symantec,Symantec,SYMC,XNAS,True,"mountain view, california",511210,False,,False,,,BBG000BH2JM1,1538955205000,8/24/2016,Symantec Corporation,77
0,6293746c-bb2a-3c97-adce-66066a1fd004,1986,2,Software Engineering,0.6486936930399535,Web Development,0.27973399322973713,Greater Jakarta,Indonesia,4,False,2014-01-01,False,2015-01-01,False,False,365,"Software Engineer II,software engineer,2",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,True,"culver city, california",511210,False,,False,,,BBG000BH2JM1,1538830400000,1/1/2015,Symantec Corporation ,12
0,636e8f13-a76c-3783-bdeb-2df68b686308,2001,2,Accounting and Auditing,0.7124044540420663,Business Development,0.10087426883727464,San Francisco,United States,5,False,2014-03-01,True,2015-08-01,True,False,518,"Financial Analyst,financial analyst",ACCOUNTING,Cisco,Cisco,CSCO,XNAS,True,"san jose, california",334210,False,,False,,,BBG000C3J3C9,1538845099000,7/22/2015,"Cisco Systems, Inc.",192
0,1ecd5d03-fa46-31f6-a3a5-ce7c721ecfcb,2001,0,Electrical Engineering,0.44042247213378244,Software Engineering,0.2962963151185193,San Jose,United States,0,False,2010-01-01,True,2016-11-01,True,False,2496,"Staff Software Engineer,software engineer,staff",TECHNOLOGY,Ericsson,Ericsson,ERIC,XNAS,True,"san jose, california",334220,False,,False,,,BBG000BB0QF8,1538823879000,10/21/2016,Ericsson Inc.,435
0,fe972e01-8a86-3868-bc30-b3c832dffffc,1966,2,Mobile Telecommunications,0.9799459300678773,Industrial Management,0.0008151475328537449,San Francisco,United States,4,False,2007-06-01,True,2014-11-01,True,False,2710,"Technical Leader. Engineering,technical,leader,engineering",TECHNOLOGY,Cisco Systems,Cisco Systems,CSCO,XNAS,True,,334210,False,,False,,,BBG000C3J3C9,1540666176000,10/10/2014,"Cisco Systems, Inc.",1005
0,c99f73d7-e430-3394-aecf-b29a84d7a4f5,1981,0,Software Engineering,0.698996344724049,IT Management and Support,0.1267303127455837,San Francisco,United States,5,False,2012-10-01,True,2015-07-01,True,False,1003,"Senior Software Engineer,senior software engineer",TECHNOLOGY,Intel Corporation,Intel Corporation,INTC,XNAS,True,san francisco bay area,334413,False,,False,,,BBG000C0G1D1,1538822972000,7/15/2015,Intel Corporation,165
0,e8cc8d5a-d516-3f54-9807-b7bf1cd01a35,2001,0,Web Development,0.5098744710194849,Software Engineering,0.4658497693649055,San Francisco,United States,0,False,2013-10-01,True,2016-12-01,True,False,1157,"Senior DevOps Engineer,senior,engineer",,GoPro,GoPro,GPRO,XNAS,True,san francisco bay area,333316,False,,False,,,BBG001LWHLJ8,1536838930000,11/30/2016,"GoPro, Inc.",138
0,0d7ae6ec-408a-3e5c-8e86-86013990525f,1966,2,Web Design,0.6827670504312309,Software Engineering,0.17410019561694506,San Francisco,United States,4,True,2011-09-01,True,2014-03-01,True,False,912,"Software Architect,software,architect",TECHNOLOGY,Zynga,Zynga,ZNGA,XNAS,True,san francisco bay area,511210,False,,False,,,BBG000VD6768,1538831540000,1/30/2014,ZYNGA INC.,395
0,a9ad3632-17f1-39c1-90d5-6d1dd2d17d3e,1975,1,Web Design,0.9165701897773644,Graphic Design,0.045331670645267934,San Diego,United States,4,False,2013-09-01,True,2015-11-01,True,False,791,"User Experience Design Lead,design,lead","MARKETING,TECHNOLOGY",Qualcomm,Qualcomm,QCOM,XNAS,True,greater san diego area,334413,False,,False,,,BBG000CGC1X8,1536874287000,11/20/2015,Qualcomm Incorporated,130
0,720516d8-4f3d-3176-9053-3d4db02fc2e7,1985,0,Electrical Engineering,0.3248440512235014,Web Development,0.3046199242398142,San Jose,United States,5,True,2016-11-01,True,2017-11-01,True,False,365,"Senior Hardware Engineer,hardware engineer,senior",PRODUCTION,Oracle,Oracle,ORCL,XNYS,True,santa clara,511210,False,,False,,,BBG000BQLTW7,1538825438000,10/31/2017,"Oracle America, Inc.",964
0,e6848b40-6219-39a5-afbb-90c1d32761b1,1978,1,Legal,0.7605723244555759,Public Policy,0.17868889895011644,,United States,7,False,2015-06-01,True,2016-01-01,True,False,214,"Contracts Specialist,specialist",LEGAL,SanDisk,SanDisk,WDC,XNAS,True,,334112,False,,False,,,BBG000BWNFZ9,1529920979000,12/18/2015,"Western Digital Technologies, Inc.",109
0,09720208-3a36-3dce-b76f-0133b5aff0ca,1997,2,Software Engineering,0.9732570047151117,Web Development,0.019265745065664783,Barcelona,Spain,0,False,2016-08-01,True,2017-07-01,True,False,334,"Intern,intern",,Cisco,Cisco,CSCO,XNAS,True,san francisco bay area,334210,False,,False,,,BBG000C3J3C9,1533254594000,7/27/2017,"Cisco Systems, Inc.",9
